,BIF_00489,BIF_00490,BIF_00532,BIF_00625,BIF_00651,BIF_00684,BIF_00778,BIF_00892,BIF_00936,BIF_01346,BIF_01467,BIF_01492,BIF_01639,BIF_01789,BIF_02305,BIF_01197
0,2.666666666666667e-05,0.0006720000000000001,2.666666666666667e-05,2.666666666666667e-05,0.0006720000000000001,2.666666666666667e-05,0.0005028571428571429,0.02453,0.0020666666666666667,0.006651428571428571,0.011957333333333332,2.666666666666667e-05,0.001178181818181818,0.0027076923076923077,0.00062,2.666666666666667e-05
