,BIF_00489,BIF_00490,BIF_00651,BIF_00778,BIF_00936,BIF_00944,BIF_01327,BIF_01467,BIF_01492,BIF_01616,BIF_01639,BIF_01789,BIF_01831,BIF_01060
0,2e-05,2e-05,2e-05,0.000476,2e-05,0.0014646153846153847,0.000476,0.01276,2e-05,0.0005981818181818181,5.25e-05,2e-05,2e-05,0.0013416666666666668
