,BIF_00208,BIF_00327,BIF_00489,BIF_00490,BIF_00532,BIF_00573,BIF_00776,BIF_00936,BIF_00944,BIF_00994,BIF_01193,BIF_01492,BIF_01616,BIF_01789,BIF_02090,BIF_01402,BIF_01023
0,3.4e-05,8.499999999999999e-05,3.4e-05,0.0018854545454545452,3.4e-05,0.000986,0.000255,0.06916,0.0002185714285714286,0.006148333333333333,0.010330769230769232,3.4e-05,0.0409275,0.011232142857142857,0.0005288888888888889,3.4e-05,0.023686666666666665
