,BIF_00208,BIF_00327,BIF_00489,BIF_00490,BIF_00532,BIF_00573,BIF_00776,BIF_00936,BIF_00944,BIF_01193,BIF_01492,BIF_01616,BIF_01789,BIF_02090,BIF_01402,BIF_01023
0,3.2000000000000005e-05,8e-05,3.2000000000000005e-05,0.0017745454545454544,3.2000000000000005e-05,0.000928,0.00024,0.06916,0.00020571428571428572,0.010533333333333334,3.2000000000000005e-05,0.041088,0.011384615384615384,0.0004977777777777778,3.2000000000000005e-05,0.023885714285714284
