,BIF_00208,BIF_00327,BIF_00489,BIF_00490,BIF_00532,BIF_00573,BIF_00776,BIF_00936,BIF_00944,BIF_01193,BIF_01492,BIF_01616,BIF_01789,BIF_02090,BIF_01402,BIF_01023
0,3.2000000000000005e-05,8e-05,3.2000000000000005e-05,0.0016266666666666667,3.2000000000000005e-05,0.0008436363636363637,0.00021333333333333333,0.07377066666666666,0.00018,0.00018,0.0054742857142857145,3.2000000000000005e-05,0.11276,0.005366153846153846,0.00044799999999999994,3.2000000000000005e-05
